Ticket_ID,Fecha_Apertura,Fecha_Cierre,Categoria,Prioridad,Estado,Tecnico_Asignado,Usuario_Solicitante,Costo_Reparacion_USD
TCK-1407,2026-02-26 08:00:00,2026-02-27 15:00:00,Hardware,Baja,CERRADO, Sin Asignar ,William Bolívar Torres,82.63
TCK-1408,2026-03-24 08:00:00,2026-03-24 18:00:00,Laptops / Equipos,,Cerrado,Ana Torres,John Carvajal Castillo,426.31
TCK-1409,2026-01-19 13:00:00,,Laptops / Equipos,Alta,Abierto,Luis Gómez,Laura Karen Murillo,85.5
TCK-1410,2026-04-22 15:00:00,,Software,,En Proceso, Sin Asignar ,Adalberto Gregorio Martínez,0.0
TCK-1411,2026-04-02 11:00:00,2026-04-02 23:00:00,Impresoras,Baja,CERRADO,carlos mendoza,María Stella Montes Camacho,0.0
TCK-1412,2026-01-01 17:00:00,,hardware,Critical,Abierto,Carlos Mendoza,  ángel vega  ,172.74
TCK-1413,2026-06-06 11:00:00,2026-06-06 18:00:00,Impresoras,Media,CERRADO,Luis Gómez,José Carlos Reyes Castro,0.0
TCK-1414,2026-03-23 10:00:00,2026-03-24 08:00:00,Impresoras,Alta,Cerrado,Luis Gómez,Andrey Andrés Lara Vargas,0.0
TCK-1415,2026-03-31 12:00:00,2026-03-31 13:00:00,Hardware,ALTA,Cerrado,Sofia Ramos,Bladimir Bastidas,485.17
TCK-1416,2026-05-07 14:00:00,,Laptops / Equipos,ALTA,En Proceso,Carlos Mendoza,Luis Montoya González,398.59
TCK-1417,2026-06-25 11:00:00,2026-06-26 16:00:00,Hardware,Alta,Resuelto,Luis Gómez,  josé jiménez alfonso  ,145.34
TCK-1418,2026-03-29 10:00:00,,Software,,Abierto,Carlos Mendoza,Henry Eduardo Jiménez Sánchez,0.0
TCK-1419,2026-01-24 13:00:00,2026-01-25 20:00:00,SOFTWARE,Alta,CERRADO,Sofia Ramos,Luz Quintero Parra,0.0
TCK-1420,2026-04-22 10:00:00,2026-04-22 17:00:00,Redes y Accesos,Media,Cerrado,Ana Torres,Kelly Aguirre,0.0
TCK-1421,2026-05-19 12:00:00,,Redes y Accesos,Media,En Proceso,Carlos Mendoza,  carlos mosquera díaz  ,0.0
TCK-1422,2026-05-06 10:00:00,2026-05-07 10:00:00,Hardware,ALTA,Cerrado,Carlos Mendoza,Claudia Rueda,337.77
TCK-1423,2026-02-21 09:00:00,2026-02-21 23:00:00,Software,,Cerrado,Luis Gómez,Diana Fanny Monroy,0.0
TCK-1424,2026-01-30 12:00:00,,Impresoras,ALTA,Abierto,carlos mendoza,Eliecer Enrique Ramírez Delgado,0.0
TCK-1425,2026-04-10 10:00:00,,Impresoras,Baja,En Proceso,Ana Torres,Laura Muñoz,0.0
TCK-1426,2026-04-30 12:00:00,2026-05-01 06:00:00,Laptops / Equipos,Alta,Resuelto,Ana Torres,Tania Emma Ramírez,
TCK-1427,2026-03-30 16:00:00,,hardware,Critical,Abierto,Ana Torres,María Carolina Quintero Lozano,423.58
TCK-1428,2026-04-18 16:00:00,,Laptops / Equipos,Media,Abierto,Sofia Ramos,Alba Gil Caicedo,209.51
TCK-1429,2026-01-09 16:00:00,2026-01-11 02:00:00,hardware,Critical,CERRADO,carlos mendoza,Sandra Sofía Rueda,90.77
TCK-1430,2026-04-25 10:00:00,2026-04-26 00:00:00,hardware,Media,Resuelto,Ana Torres,  jaime jiménez  ,57.62
TCK-1431,2026-02-21 10:00:00,2026-02-22 03:00:00,Redes y Accesos,,CERRADO,Carlos Mendoza,  vanesa maría montoya  ,0.0
TCK-1432,2026-05-22 13:00:00,,Laptops / Equipos,ALTA,En Proceso,Carlos Mendoza,Luis Marín,319.07
TCK-1433,2026-04-18 09:00:00,,Software,Media,Abierto, Sin Asignar ,Teresa Zapata,0.0
TCK-1434,2026-01-26 09:00:00,2026-01-26 16:00:00,hardware,Baja,CERRADO, Sin Asignar ,Andrés Héctor Vera González,441.39
TCK-1435,2026-06-17 15:00:00,2026-06-18 22:00:00,Hardware,Media,CERRADO,Luis Gómez,Saúl Antonio García Ortiz,316.76
TCK-1436,2026-04-13 08:00:00,,Redes y Accesos,,Abierto,Ana Torres,  fernando rojas  ,0.0
TCK-1437,2026-03-10 13:00:00,2026-03-11 11:00:00,hardware,Baja,Cerrado,Luis Gómez,Ricardo Alfonso Díaz Ruiz,255.98
TCK-1438,2026-01-26 11:00:00,2026-01-27 07:00:00,SOFTWARE,ALTA,Resuelto,Luis Gómez,Vanessa Esperanza Rangel,0.0
TCK-1439,2026-06-15 09:00:00,2026-06-16 14:00:00,Software,ALTA,Resuelto,carlos mendoza,Diego Ramírez,0.0
TCK-1440,2026-04-06 08:00:00,2026-04-06 19:00:00,Hardware,Baja,CERRADO,carlos mendoza,Juliana Johana Fernández Aguirre,85.11
TCK-1441,2026-05-26 08:00:00,2026-05-26 21:00:00,hardware,Media,Resuelto,Carlos Mendoza,Ernesto Flórez,239.1
TCK-1442,2026-06-30 11:00:00,,Redes y Accesos,ALTA,En Proceso, Sin Asignar ,Andrés Mora Rivera,0.0
TCK-1443,2026-06-24 08:00:00,2026-06-25 08:00:00,Impresoras,Critical,Resuelto,Sofia Ramos,  david polo  ,0.0
TCK-1444,2026-05-31 16:00:00,,Redes y Accesos,Media,En Proceso,Luis Gómez,Fernando Raúl Reyes Hernández,0.0
TCK-1445,2026-03-14 08:00:00,,Hardware,Media,Abierto, Sin Asignar ,Yeny Herrera,122.87
TCK-1446,2026-02-27 11:00:00,,SOFTWARE,ALTA,En Proceso, Sin Asignar ,  yéssica maría muñoz  ,0.0
TCK-1447,2026-06-24 08:00:00,,Software,,Abierto,Ana Torres,Karol Rodríguez,
TCK-1448,2026-03-06 17:00:00,,SOFTWARE,,En Proceso,carlos mendoza,María Melissa Herrera López,0.0
TCK-1449,2026-03-31 15:00:00,,Software,ALTA,En Proceso,Luis Gómez,Gladys Nayibe Parra Contreras,0.0
TCK-1450,2026-04-12 17:00:00,2026-04-12 18:00:00,Laptops / Equipos,,Cerrado,Luis Gómez,Judith Diana Peña Hernández,305.01
TCK-1451,2026-06-25 09:00:00,,Hardware,Baja,Abierto,Luis Gómez,Antonio Ortiz Méndez,433.52
TCK-1452,2026-06-16 12:00:00,2026-06-16 22:00:00,Laptops / Equipos,Media,Resuelto,Carlos Mendoza,Jaime Fabio Díaz,405.13
TCK-1453,2026-06-19 13:00:00,2026-06-19 15:00:00,SOFTWARE,ALTA,Resuelto,Luis Gómez,Ofelia Márquez,0.0
TCK-1454,2026-04-10 08:00:00,2026-04-10 21:00:00,Redes y Accesos,,CERRADO,carlos mendoza,Ángela Montenegro Ruiz,0.0
TCK-1455,2026-05-02 13:00:00,2026-05-03 09:00:00,hardware,Media,CERRADO,carlos mendoza,John Libardo Martínez,
TCK-1456,2026-02-02 12:00:00,2026-02-03 00:00:00,SOFTWARE,Baja,CERRADO,carlos mendoza,  simón ernesto gómez mosquera  ,0.0
TCK-1457,2026-03-20 14:00:00,,Redes y Accesos,Baja,En Proceso, Sin Asignar ,Flor Mónica Romero,0.0
TCK-1458,2026-05-01 08:00:00,2026-05-01 13:00:00,Impresoras,Media,CERRADO, Sin Asignar ,  luz benavides  ,0.0
TCK-1459,2026-05-16 12:00:00,,Hardware,Media,Abierto,Ana Torres,Catalina Marlene Montes Vega,184.48
TCK-1460,2026-04-28 10:00:00,,hardware,,En Proceso,Ana Torres,Katherine Estrada Romero,254.04
TCK-1461,2026-02-15 13:00:00,2026-02-15 14:00:00,Impresoras,Baja,Cerrado,Ana Torres,Eider Ardila Jiménez,0.0
TCK-1462,2026-02-10 15:00:00,2026-02-11 00:00:00,Laptops / Equipos,ALTA,Cerrado,carlos mendoza,Liliana Martínez,225.93
TCK-1463,2026-01-02 08:00:00,2026-01-02 21:00:00,SOFTWARE,Baja,CERRADO,Carlos Mendoza,Camila Janeth Ortiz,0.0
TCK-1464,2026-05-16 11:00:00,2026-05-16 12:00:00,SOFTWARE,,Cerrado,Ana Torres,Rosa Martha Sanabria,0.0
TCK-1465,2026-03-21 10:00:00,2026-03-22 11:00:00,Laptops / Equipos,Critical,Cerrado,Luis Gómez,  anyi yuliana gaitán gonzález  ,415.45
TCK-1466,2026-03-16 15:00:00,2026-03-18 01:00:00,Redes y Accesos,ALTA,CERRADO,carlos mendoza,Carlos Jhon Cifuentes Rodríguez,0.0
TCK-1467,2026-05-06 13:00:00,2026-05-07 00:00:00,hardware,ALTA,Resuelto,Carlos Mendoza,Javier García Cardona,369.04
TCK-1468,2026-01-06 17:00:00,2026-01-07 04:00:00,Hardware,Baja,CERRADO,carlos mendoza,María Martha Cárdenas Polo,37.93
TCK-1469,2026-03-07 16:00:00,2026-03-07 20:00:00,Laptops / Equipos,Alta,CERRADO,carlos mendoza,  marina claudia solano  ,
TCK-1470,2026-01-30 14:00:00,,Impresoras,Alta,Abierto, Sin Asignar ,María Blanca Rodríguez Quintero,0.0
TCK-1471,2026-02-22 08:00:00,,Impresoras,,En Proceso,Carlos Mendoza,Elizabeth Pineda,0.0
TCK-1472,2026-06-05 10:00:00,,hardware,Alta,Abierto, Sin Asignar ,Pablo López Ruiz,76.51
TCK-1473,2026-01-28 15:00:00,2026-01-29 04:00:00,hardware,Baja,Resuelto, Sin Asignar ,Ruth Rueda,191.8
TCK-1474,2026-02-11 08:00:00,2026-02-12 16:00:00,Software,,CERRADO,Sofia Ramos,Fernanda Soto,
TCK-1475,2026-06-21 09:00:00,2026-06-22 17:00:00,Software,Alta,Cerrado, Sin Asignar ,  andrea daniela ramírez  ,0.0
TCK-1476,2026-03-07 11:00:00,,Redes y Accesos,Baja,Abierto,Sofia Ramos,  alexander juan velandia palacios  ,0.0
TCK-1477,2026-01-11 12:00:00,,hardware,,En Proceso,Luis Gómez,Luz Restrepo Triana,75.63
TCK-1478,2026-01-12 08:00:00,2026-01-12 19:00:00,Redes y Accesos,Baja,Resuelto,Sofia Ramos,Nelson Guzmán,0.0
TCK-1479,2026-01-24 13:00:00,,Software,Alta,En Proceso,Sofia Ramos,Carlos Junior Bermúdez,0.0
TCK-1480,2026-04-09 15:00:00,,SOFTWARE,Media,Abierto,Carlos Mendoza,  josé camilo espinosa  ,0.0
TCK-1481,2026-02-10 09:00:00,,Laptops / Equipos,ALTA,Abierto, Sin Asignar ,Luis Aurelio Sierra,107.01
TCK-1482,2026-04-02 17:00:00,2026-04-03 02:00:00,Impresoras,ALTA,Cerrado,Carlos Mendoza,Karina Domínguez,0.0
TCK-1483,2026-01-17 12:00:00,,Hardware,,En Proceso,carlos mendoza,Erika Gladys Rueda Burbano,376.94
TCK-1484,2026-02-27 13:00:00,2026-02-28 23:00:00,SOFTWARE,,CERRADO, Sin Asignar ,  alonso rafael henao  ,0.0
TCK-1485,2026-03-05 15:00:00,,SOFTWARE,,En Proceso,carlos mendoza,Leidy Alcira Giraldo,0.0
TCK-1486,2026-05-23 17:00:00,2026-05-23 18:00:00,SOFTWARE,Media,Cerrado, Sin Asignar ,Patricia Iris Bolívar Arias,0.0
TCK-1487,2026-02-12 09:00:00,,Redes y Accesos,Media,Abierto,Luis Gómez,Luis Fernando Bautista,
TCK-1488,2026-02-27 16:00:00,,Impresoras,Media,Abierto,Carlos Mendoza,Iván Rivas,0.0
TCK-1489,2026-04-25 09:00:00,,Impresoras,Baja,Abierto,Carlos Mendoza,Andrés Pablo Reyes,0.0
TCK-1490,2026-01-05 09:00:00,,Impresoras,Alta,Abierto, Sin Asignar ,Javier David González,0.0
TCK-1491,2026-06-04 17:00:00,,Laptops / Equipos,Critical,En Proceso,Ana Torres,Fabián González,238.98
TCK-1492,2026-01-14 11:00:00,,Redes y Accesos,Critical,Abierto, Sin Asignar ,Olga Gutiérrez Rivera,0.0
TCK-1493,2026-04-04 15:00:00,2026-04-04 22:00:00,hardware,,Cerrado,Ana Torres,  jhoan fernando álvarez  ,190.47
TCK-1494,2026-03-16 16:00:00,2026-03-17 16:00:00,SOFTWARE,Alta,CERRADO,Carlos Mendoza,Henry Alonso Torres,0.0
TCK-1495,2026-04-15 09:00:00,,Laptops / Equipos,Media,En Proceso,Ana Torres,  tulio valencia acosta  ,429.05
TCK-1496,2026-02-18 13:00:00,2026-02-19 16:00:00,Hardware,,Cerrado,carlos mendoza,María Martínez,390.63
TCK-1497,2026-06-18 17:00:00,2026-06-19 02:00:00,Impresoras,Alta,CERRADO, Sin Asignar ,Cecilia Flor Guerrero González,0.0
TCK-1498,2026-04-21 17:00:00,,Laptops / Equipos,Media,Abierto,carlos mendoza,Zoraida Ortega Gómez,370.64
TCK-1499,2026-04-10 17:00:00,2026-04-11 14:00:00,Laptops / Equipos,ALTA,CERRADO,Sofia Ramos,Yésica Lucía Mesa Vásquez,459.64
TCK-1500,2026-03-12 14:00:00,,Redes y Accesos,ALTA,En Proceso,Ana Torres,  marcela escobar cáceres  ,0.0
TCK-1501,2026-05-12 12:00:00,2026-05-13 09:00:00,SOFTWARE,,CERRADO, Sin Asignar ,Isabel Cristina Garzón,0.0
TCK-1502,2026-06-09 12:00:00,,SOFTWARE,Media,En Proceso,carlos mendoza,Marcela Medina Gómez,0.0
TCK-1503,2026-05-09 16:00:00,,SOFTWARE,Alta,En Proceso,Luis Gómez,Manuel Cardona,0.0
TCK-1504,2026-06-20 14:00:00,2026-06-21 09:00:00,hardware,ALTA,CERRADO,Carlos Mendoza,Ricardo Morales Restrepo,32.13
TCK-1505,2026-06-21 08:00:00,2026-06-22 02:00:00,hardware,Media,Resuelto,Luis Gómez,Cristian Francisco Rodríguez,
TCK-1506,2026-03-17 11:00:00,2026-03-17 14:00:00,Redes y Accesos,ALTA,CERRADO,Carlos Mendoza,Luis Ortiz,0.0
TCK-1507,2026-05-24 11:00:00,2026-05-25 12:00:00,Software,Critical,CERRADO,carlos mendoza,Daniela Luz Castañeda López,0.0
TCK-1508,2026-04-08 14:00:00,,hardware,,Abierto,Luis Gómez,Bladimir Ospina Giraldo,45.83
TCK-1509,2026-02-21 17:00:00,,hardware,Media,Abierto,carlos mendoza,Mireya Rivera,330.86
TCK-1510,2026-05-20 17:00:00,2026-05-21 06:00:00,Redes y Accesos,ALTA,Resuelto,Ana Torres,Andrés Guillermo Sánchez,
TCK-1511,2026-02-14 16:00:00,2026-02-15 17:00:00,Hardware,ALTA,Cerrado,Luis Gómez,José Garzón Bernal,82.43
TCK-1512,2026-03-07 08:00:00,,Impresoras,,En Proceso,Ana Torres,  yesenia lópez padilla  ,0.0
TCK-1513,2026-06-02 08:00:00,2026-06-03 04:00:00,Impresoras,Critical,CERRADO, Sin Asignar ,Hernán González Ortiz,0.0
TCK-1514,2026-03-23 16:00:00,2026-03-24 04:00:00,Laptops / Equipos,Alta,Resuelto, Sin Asignar ,  jackeline claudia reyes  ,280.68
TCK-1515,2026-03-31 11:00:00,2026-04-01 09:00:00,Redes y Accesos,Baja,Resuelto,Luis Gómez,Alberto Morales Rodríguez,0.0
TCK-1516,2026-05-16 15:00:00,2026-05-16 16:00:00,Hardware,,CERRADO,Luis Gómez,Mónica Beatriz Bautista Ospina,454.16
TCK-1517,2026-06-09 11:00:00,2026-06-10 08:00:00,Impresoras,Alta,Cerrado,Sofia Ramos,Diana Cindy Pérez,0.0
TCK-1518,2026-01-07 16:00:00,,Laptops / Equipos,Critical,En Proceso,Sofia Ramos,Nicolás Fabián Cano Burbano,162.29
TCK-1519,2026-03-24 16:00:00,2026-03-24 23:00:00,Software,Critical,Cerrado, Sin Asignar ,  margarita gladys lópez garcía  ,
TCK-1520,2026-06-21 11:00:00,,hardware,Alta,Abierto,Ana Torres,Adrián Contreras García,357.32
TCK-1521,2026-04-22 09:00:00,2026-04-22 11:00:00,Impresoras,,Resuelto,Luis Gómez,  armando giraldo sierra  ,
TCK-1522,2026-02-15 12:00:00,2026-02-15 17:00:00,Laptops / Equipos,Media,CERRADO,Luis Gómez,Elmer Ángel Calderón,236.54
TCK-1523,2026-03-22 08:00:00,,SOFTWARE,Alta,Abierto, Sin Asignar ,  roberto rubén fajardo  ,0.0
TCK-1524,2026-01-17 17:00:00,2026-01-17 22:00:00,Redes y Accesos,Critical,Cerrado,Carlos Mendoza,Alejandra María Moreno,0.0
TCK-1525,2026-06-05 09:00:00,,hardware,ALTA,En Proceso,Sofia Ramos,Aura Yina Muñoz,337.15
TCK-1526,2026-05-17 11:00:00,2026-05-18 13:00:00,hardware,Critical,Resuelto,Luis Gómez,Hilda Yolanda Moreno Sánchez,89.16
TCK-1527,2026-06-15 13:00:00,2026-06-17 01:00:00,hardware,Critical,Cerrado,Ana Torres,  maría maría lópez hernández  ,22.41
TCK-1528,2026-05-18 16:00:00,2026-05-19 12:00:00,Software,,Cerrado,carlos mendoza,Diego Londoño Gómez,0.0
TCK-1529,2026-04-16 16:00:00,2026-04-17 03:00:00,Software,Media,Resuelto, Sin Asignar ,Enrique Andrés Alzate Castillo,0.0
TCK-1530,2026-02-16 17:00:00,2026-02-18 05:00:00,Impresoras,,Cerrado, Sin Asignar ,  laura maría martínez  ,0.0
TCK-1531,2026-03-06 09:00:00,2026-03-07 17:00:00,Redes y Accesos,Baja,Resuelto,Ana Torres,Mary Fernanda Delgado Contreras,0.0
TCK-1532,2026-03-14 17:00:00,2026-03-15 06:00:00,Redes y Accesos,ALTA,Cerrado,Sofia Ramos,Javier Ariel Mora Guerra,0.0
TCK-1533,2026-06-27 17:00:00,2026-06-28 17:00:00,hardware,Baja,Resuelto,Sofia Ramos,  lady hernández tovar  ,170.34
TCK-1534,2026-06-14 14:00:00,,hardware,Baja,En Proceso,Ana Torres,Ester Luz García Trujillo,179.15
TCK-1535,2026-04-25 13:00:00,,Impresoras,Critical,En Proceso,Carlos Mendoza,  mireya cecilia acevedo  ,0.0
TCK-1536,2026-03-13 10:00:00,2026-03-13 23:00:00,Redes y Accesos,,CERRADO,carlos mendoza,  juan andrés díaz  ,
TCK-1537,2026-01-05 16:00:00,2026-01-06 18:00:00,hardware,Critical,Cerrado,Ana Torres,Rafael Orjuela,284.77
TCK-1538,2026-05-19 15:00:00,2026-05-20 15:00:00,Impresoras,Media,Resuelto, Sin Asignar ,Juan Pérez,0.0
TCK-1539,2026-04-29 16:00:00,2026-04-29 22:00:00,Impresoras,Baja,CERRADO, Sin Asignar ,  carlos luis camacho arboleda  ,0.0
TCK-1540,2026-06-07 10:00:00,2026-06-07 19:00:00,Impresoras,Media,CERRADO,Ana Torres,Carmen Esther Arias Rojas,0.0
TCK-1541,2026-02-07 15:00:00,,Hardware,Media,En Proceso,Sofia Ramos,Carlos Álvarez,146.89
TCK-1542,2026-06-21 11:00:00,2026-06-22 11:00:00,Impresoras,ALTA,CERRADO,Sofia Ramos,Esneider Mejía Palacios,
TCK-1543,2026-06-16 13:00:00,2026-06-17 23:00:00,SOFTWARE,Baja,Cerrado,carlos mendoza,Yésica Romero Vanegas,0.0
TCK-1544,2026-02-14 14:00:00,,Redes y Accesos,Critical,Abierto,carlos mendoza,Mery Consuelo Arango Rojas,
TCK-1545,2026-03-06 14:00:00,2026-03-08 00:00:00,Impresoras,Baja,Resuelto,Luis Gómez,Augusto Mosquera Vega,0.0
TCK-1546,2026-06-04 08:00:00,2026-06-04 17:00:00,Impresoras,Media,CERRADO,Ana Torres,  javier milton córdoba sandoval  ,0.0
TCK-1547,2026-02-24 10:00:00,2026-02-24 21:00:00,Redes y Accesos,Critical,Resuelto,carlos mendoza,Carlos Gabriel Bonilla Palacios,0.0
TCK-1548,2026-04-17 13:00:00,2026-04-18 20:00:00,SOFTWARE,ALTA,Cerrado,Sofia Ramos,Yolanda Gutiérrez,0.0
TCK-1549,2026-04-16 08:00:00,2026-04-16 11:00:00,Software,Critical,Resuelto, Sin Asignar ,  lisbeth kelly arias  ,0.0
TCK-1550,2026-01-11 17:00:00,2026-01-11 21:00:00,Software,Baja,Resuelto,Ana Torres,Orlando Enrique Vélez Mejía,0.0
TCK-1551,2026-05-25 08:00:00,,Hardware,Media,En Proceso,Sofia Ramos,Lorena María Tamayo,246.28
TCK-1552,2026-02-26 14:00:00,2026-02-27 00:00:00,hardware,Critical,CERRADO,Ana Torres,Marcos Castro Martínez,265.19
TCK-1553,2026-06-25 13:00:00,,Laptops / Equipos,Critical,Abierto,Carlos Mendoza,Laura Vanessa Duarte Lozano,205.02
TCK-1554,2026-02-21 16:00:00,2026-02-22 19:00:00,hardware,Media,CERRADO, Sin Asignar ,  stiven guillermo morales  ,248.42
TCK-1555,2026-01-10 16:00:00,2026-01-11 00:00:00,Hardware,ALTA,CERRADO,carlos mendoza,  andrés fredy romero quiroga  ,309.67
TCK-1556,2026-06-23 14:00:00,2026-06-24 17:00:00,Redes y Accesos,Alta,CERRADO,carlos mendoza,Luis Salcedo Palacios,0.0
TCK-1557,2026-05-04 14:00:00,,Laptops / Equipos,,En Proceso,carlos mendoza,Nelson Jairo Torres Ospina,224.23
TCK-1558,2026-03-01 09:00:00,,Laptops / Equipos,Critical,En Proceso,Sofia Ramos,Jorge Torres,22.63
TCK-1559,2026-01-02 17:00:00,2026-01-03 01:00:00,Laptops / Equipos,Alta,CERRADO,Sofia Ramos,Antonio Antonio Guerrero Gómez,350.13
TCK-1560,2026-04-03 09:00:00,2026-04-04 13:00:00,SOFTWARE,Critical,Resuelto,Luis Gómez,Álvaro Alexander Mora,0.0
TCK-1561,2026-05-25 13:00:00,2026-05-26 07:00:00,SOFTWARE,ALTA,CERRADO,Ana Torres,Edwin Manuel Cruz Quintero,0.0
TCK-1562,2026-05-04 10:00:00,,Laptops / Equipos,Critical,En Proceso,Sofia Ramos,Julián Jair Forero,167.19
TCK-1563,2026-06-30 14:00:00,2026-06-30 22:00:00,SOFTWARE,Media,Resuelto,Sofia Ramos,Marcela Alba Córdoba Calderón,0.0
TCK-1564,2026-01-26 11:00:00,2026-01-27 13:00:00,hardware,Baja,CERRADO, Sin Asignar ,Sandra María Torres Ramírez,
TCK-1565,2026-04-10 08:00:00,2026-04-10 18:00:00,Impresoras,Critical,Cerrado,Sofia Ramos,  ignacio luis páez  ,0.0
TCK-1566,2026-04-05 09:00:00,2026-04-05 12:00:00,SOFTWARE,ALTA,CERRADO,Sofia Ramos,Manuel Londoño Herrera,0.0
TCK-1567,2026-06-02 08:00:00,2026-06-03 16:00:00,Impresoras,Alta,Resuelto,Ana Torres,Carmen Clara Gutiérrez,0.0
TCK-1568,2026-05-13 12:00:00,2026-05-13 15:00:00,hardware,Critical,Resuelto, Sin Asignar ,Sandra Rodríguez,131.2
TCK-1569,2026-01-10 13:00:00,2026-01-10 14:00:00,Software,Alta,Resuelto,Luis Gómez,Andrés Óscar Morales Herrera,0.0
TCK-1570,2026-04-12 14:00:00,2026-04-13 03:00:00,Laptops / Equipos,Alta,CERRADO,carlos mendoza,Andrés Gonzalo Galvis,461.21
TCK-1571,2026-05-24 17:00:00,,Redes y Accesos,Baja,En Proceso,Ana Torres,Andrea Martínez,0.0
TCK-1572,2026-04-14 17:00:00,2026-04-15 10:00:00,Software,ALTA,Cerrado, Sin Asignar ,  cecilia xiomara vélez yepes  ,
TCK-1573,2026-03-17 13:00:00,2026-03-18 22:00:00,Redes y Accesos,Critical,Cerrado, Sin Asignar ,Nelly Elsa García Camacho,0.0
TCK-1574,2026-04-07 17:00:00,,hardware,Media,Abierto,Luis Gómez,Antonio Fernando Daza,240.25
TCK-1575,2026-05-31 08:00:00,,Hardware,Baja,Abierto,Carlos Mendoza,Sandra Meza,398.55
TCK-1576,2026-06-29 11:00:00,,Impresoras,Baja,En Proceso, Sin Asignar ,Patricia Arias Moreno,0.0
TCK-1577,2026-03-09 11:00:00,,Hardware,ALTA,En Proceso,carlos mendoza,Luz Domínguez,184.16
TCK-1578,2026-02-15 15:00:00,,Redes y Accesos,Media,En Proceso, Sin Asignar ,Rodrigo Villamizar Ramírez,0.0
TCK-1579,2026-06-24 11:00:00,,SOFTWARE,Media,Abierto,Ana Torres,Ancizar Uribe,0.0
TCK-1580,2026-02-22 11:00:00,2026-02-23 03:00:00,hardware,Critical,Resuelto,Luis Gómez,  stiven ruiz  ,71.21
TCK-1581,2026-06-23 15:00:00,2026-06-23 16:00:00,hardware,Critical,CERRADO,Carlos Mendoza,Wendy Flor Castro Herrera,198.17
TCK-1582,2026-05-28 12:00:00,,Software,Critical,Abierto,Luis Gómez,Manuel Julio Osorio Orozco,0.0
TCK-1583,2026-02-02 08:00:00,2026-02-03 12:00:00,Impresoras,Critical,CERRADO,Carlos Mendoza,Ximena Paola Rojas,0.0
TCK-1584,2026-06-25 10:00:00,,Hardware,,Abierto, Sin Asignar ,Clara Arévalo Sánchez,
TCK-1585,2026-02-23 14:00:00,2026-02-23 21:00:00,Redes y Accesos,Baja,CERRADO, Sin Asignar ,William Reyes Palacios,0.0
TCK-1586,2026-03-09 11:00:00,,Impresoras,Critical,En Proceso,Luis Gómez,Ángel Aguilar Arboleda,0.0
TCK-1587,2026-02-23 14:00:00,,Redes y Accesos,ALTA,En Proceso,Luis Gómez,Andrea María Castaño Ortiz,0.0
TCK-1588,2026-05-28 11:00:00,2026-05-29 05:00:00,hardware,Media,Cerrado, Sin Asignar ,Jonathan Cristian Guerrero Puentes,202.82
TCK-1589,2026-02-08 15:00:00,2026-02-09 03:00:00,Impresoras,ALTA,Cerrado,Ana Torres,Sandra Bermúdez,0.0
TCK-1590,2026-05-13 16:00:00,,hardware,ALTA,En Proceso,Luis Gómez,Alejandro Guevara Arrieta,
TCK-1591,2026-01-26 10:00:00,2026-01-27 00:00:00,hardware,Baja,Cerrado,Sofia Ramos,Ruth Castillo Ibarra,66.22
TCK-1592,2026-03-08 13:00:00,,Laptops / Equipos,Critical,En Proceso,Luis Gómez,Gabriel Bernal,217.65
TCK-1593,2026-06-23 17:00:00,2026-06-25 04:00:00,Software,Baja,Resuelto,Luis Gómez,Rubiela Castellanos,0.0
TCK-1594,2026-04-25 09:00:00,,Laptops / Equipos,Baja,Abierto,Sofia Ramos,Wilson Agustín Anaya Lara,89.53
TCK-1595,2026-03-28 14:00:00,2026-03-29 16:00:00,hardware,Alta,CERRADO,Carlos Mendoza,  alexander hurtado páez  ,129.54
TCK-1596,2026-03-16 12:00:00,2026-03-17 14:00:00,Redes y Accesos,ALTA,CERRADO,Luis Gómez,Andrés Salazar Sepúlveda,0.0
TCK-1597,2026-04-26 14:00:00,2026-04-27 02:00:00,hardware,Alta,Resuelto,Ana Torres,Óscar Hernández Benavides,337.77
TCK-1598,2026-06-29 09:00:00,2026-06-29 20:00:00,Impresoras,Alta,Resuelto,Carlos Mendoza,  alexander roger rodríguez  ,0.0
TCK-1599,2026-05-21 08:00:00,2026-05-22 10:00:00,Laptops / Equipos,Alta,Cerrado,Carlos Mendoza,María Ofelia García,94.53
TCK-1600,2026-04-10 12:00:00,2026-04-11 04:00:00,SOFTWARE,Baja,Resuelto,Sofia Ramos,Doris Moreno,0.0
TCK-1601,2026-02-13 08:00:00,2026-02-14 07:00:00,hardware,Baja,Cerrado,Sofia Ramos,Álvaro Caicedo,438.03
TCK-1602,2026-05-21 15:00:00,2026-05-23 02:00:00,Software,Critical,Resuelto, Sin Asignar ,Mireya Barragán Cárdenas,0.0
TCK-1603,2026-05-25 14:00:00,2026-05-27 01:00:00,Redes y Accesos,Baja,CERRADO,Sofia Ramos,Brayan Lozano,0.0
TCK-1604,2026-04-24 12:00:00,,Impresoras,Baja,En Proceso,Ana Torres,Edison Giraldo,
TCK-1605,2026-02-04 13:00:00,,Impresoras,Critical,En Proceso,Carlos Mendoza,Iván Gustavo Mosquera Anaya,0.0
TCK-1606,2026-05-03 12:00:00,2026-05-04 16:00:00,hardware,Baja,Cerrado, Sin Asignar ,Flor Gómez,23.46
TCK-1607,2026-04-16 16:00:00,,Impresoras,Media,Abierto,Ana Torres,Armando Valencia,0.0
